One,Two
"['01,08,19,21,43,45,30', '11,18,24,32,38,40,47', '02,16,20,22,23,27,46']","12,21,25,29,42,48,06"
"['11,18,24,32,38,40,47', '02,16,20,22,23,27,46', '12,21,25,29,42,48,06']","09,12,22,30,42,47,27"
"['02,16,20,22,23,27,46', '12,21,25,29,42,48,06', '09,12,22,30,42,47,27']","10,11,14,24,27,47,32"
"['12,21,25,29,42,48,06', '09,12,22,30,42,47,27', '10,11,14,24,27,47,32']","03,16,32,42,43,45,06"
"['09,12,22,30,42,47,27', '10,11,14,24,27,47,32', '03,16,32,42,43,45,06']","04,35,38,43,44,48,37"
"['10,11,14,24,27,47,32', '03,16,32,42,43,45,06', '04,35,38,43,44,48,37']","12,15,20,29,36,48,31"
"['03,16,32,42,43,45,06', '04,35,38,43,44,48,37', '12,15,20,29,36,48,31']","04,16,19,27,32,39,21"
"['04,35,38,43,44,48,37', '12,15,20,29,36,48,31', '04,16,19,27,32,39,21']","02,03,13,19,22,39,21"
"['12,15,20,29,36,48,31', '04,16,19,27,32,39,21', '02,03,13,19,22,39,21']","11,23,27,29,38,49,40"
"['04,16,19,27,32,39,21', '02,03,13,19,22,39,21', '11,23,27,29,38,49,40']","01,05,06,15,19,26,14"
"['02,03,13,19,22,39,21', '11,23,27,29,38,49,40', '01,05,06,15,19,26,14']","02,07,13,23,27,40,04"
"['11,23,27,29,38,49,40', '01,05,06,15,19,26,14', '02,07,13,23,27,40,04']","05,13,15,20,26,31,35"
"['01,05,06,15,19,26,14', '02,07,13,23,27,40,04', '05,13,15,20,26,31,35']","01,04,08,10,34,49,46"
"['02,07,13,23,27,40,04', '05,13,15,20,26,31,35', '01,04,08,10,34,49,46']","13,25,32,33,38,47,26"
"['05,13,15,20,26,31,35', '01,04,08,10,34,49,46', '13,25,32,33,38,47,26']","02,07,22,25,26,42,44"
"['01,04,08,10,34,49,46', '13,25,32,33,38,47,26', '02,07,22,25,26,42,44']","01,02,10,44,45,46,22"
"['13,25,32,33,38,47,26', '02,07,22,25,26,42,44', '01,02,10,44,45,46,22']","05,13,20,26,29,34,30"
"['02,07,22,25,26,42,44', '01,02,10,44,45,46,22', '05,13,20,26,29,34,30']","04,08,12,20,37,39,30"
"['01,02,10,44,45,46,22', '05,13,20,26,29,34,30', '04,08,12,20,37,39,30']","02,12,28,32,42,46,23"
"['05,13,20,26,29,34,30', '04,08,12,20,37,39,30', '02,12,28,32,42,46,23']","05,06,18,19,21,34,10"
"['04,08,12,20,37,39,30', '02,12,28,32,42,46,23', '05,06,18,19,21,34,10']","01,11,12,14,41,46,45"
"['02,12,28,32,42,46,23', '05,06,18,19,21,34,10', '01,11,12,14,41,46,45']","13,15,20,29,30,43,01"
"['05,06,18,19,21,34,10', '01,11,12,14,41,46,45', '13,15,20,29,30,43,01']","05,13,28,40,44,49,43"
"['01,11,12,14,41,46,45', '13,15,20,29,30,43,01', '05,13,28,40,44,49,43']","10,14,17,33,40,41,12"
"['13,15,20,29,30,43,01', '05,13,28,40,44,49,43', '10,14,17,33,40,41,12']","09,14,15,22,26,33,16"
"['05,13,28,40,44,49,43', '10,14,17,33,40,41,12', '09,14,15,22,26,33,16']","09,15,25,28,30,35,22"
"['10,14,17,33,40,41,12', '09,14,15,22,26,33,16', '09,15,25,28,30,35,22']","17,27,32,37,45,47,25"
"['09,14,15,22,26,33,16', '09,15,25,28,30,35,22', '17,27,32,37,45,47,25']","01,09,13,16,33,37,04"
"['09,15,25,28,30,35,22', '17,27,32,37,45,47,25', '01,09,13,16,33,37,04']","03,04,08,12,21,42,48"
"['17,27,32,37,45,47,25', '01,09,13,16,33,37,04', '03,04,08,12,21,42,48']","02,04,08,09,26,38,23"
"['01,09,13,16,33,37,04', '03,04,08,12,21,42,48', '02,04,08,09,26,38,23']","02,04,26,36,43,48,30"
"['03,04,08,12,21,42,48', '02,04,08,09,26,38,23', '02,04,26,36,43,48,30']","10,16,18,31,33,48,07"
"['02,04,08,09,26,38,23', '02,04,26,36,43,48,30', '10,16,18,31,33,48,07']","08,11,12,15,19,20,34"
"['02,04,26,36,43,48,30', '10,16,18,31,33,48,07', '08,11,12,15,19,20,34']","05,28,31,36,40,49,20"
"['10,16,18,31,33,48,07', '08,11,12,15,19,20,34', '05,28,31,36,40,49,20']","07,08,12,19,26,36,09"
"['08,11,12,15,19,20,34', '05,28,31,36,40,49,20', '07,08,12,19,26,36,09']","12,23,39,44,45,48,47"
"['05,28,31,36,40,49,20', '07,08,12,19,26,36,09', '12,23,39,44,45,48,47']","01,07,09,15,21,38,31"
"['07,08,12,19,26,36,09', '12,23,39,44,45,48,47', '01,07,09,15,21,38,31']","11,13,32,37,42,43,20"
"['12,23,39,44,45,48,47', '01,07,09,15,21,38,31', '11,13,32,37,42,43,20']","11,12,18,31,46,47,27"
"['01,07,09,15,21,38,31', '11,13,32,37,42,43,20', '11,12,18,31,46,47,27']","04,08,15,26,39,49,34"
"['11,13,32,37,42,43,20', '11,12,18,31,46,47,27', '04,08,15,26,39,49,34']","03,24,27,28,30,46,42"
"['11,12,18,31,46,47,27', '04,08,15,26,39,49,34', '03,24,27,28,30,46,42']","01,02,15,26,31,49,43"
"['04,08,15,26,39,49,34', '03,24,27,28,30,46,42', '01,02,15,26,31,49,43']","02,21,23,27,44,48,30"
"['03,24,27,28,30,46,42', '01,02,15,26,31,49,43', '02,21,23,27,44,48,30']","04,07,09,10,24,42,41"
"['01,02,15,26,31,49,43', '02,21,23,27,44,48,30', '04,07,09,10,24,42,41']","02,10,13,15,25,49,04"
"['02,21,23,27,44,48,30', '04,07,09,10,24,42,41', '02,10,13,15,25,49,04']","01,03,07,22,40,47,15"
"['04,07,09,10,24,42,41', '02,10,13,15,25,49,04', '01,03,07,22,40,47,15']","05,17,27,28,39,48,44"
"['02,10,13,15,25,49,04', '01,03,07,22,40,47,15', '05,17,27,28,39,48,44']","09,11,13,16,38,42,06"
"['01,03,07,22,40,47,15', '05,17,27,28,39,48,44', '09,11,13,16,38,42,06']","04,05,15,37,41,44,08"
"['05,17,27,28,39,48,44', '09,11,13,16,38,42,06', '04,05,15,37,41,44,08']","03,08,21,26,30,46,11"
"['09,11,13,16,38,42,06', '04,05,15,37,41,44,08', '03,08,21,26,30,46,11']","02,25,31,37,39,47,35"
"['04,05,15,37,41,44,08', '03,08,21,26,30,46,11', '02,25,31,37,39,47,35']","17,19,32,40,41,47,37"
"['03,08,21,26,30,46,11', '02,25,31,37,39,47,35', '17,19,32,40,41,47,37']","04,07,09,21,26,34,28"
"['02,25,31,37,39,47,35', '17,19,32,40,41,47,37', '04,07,09,21,26,34,28']","06,12,33,38,43,45,49"
"['17,19,32,40,41,47,37', '04,07,09,21,26,34,28', '06,12,33,38,43,45,49']","06,21,22,29,43,49,48"
"['04,07,09,21,26,34,28', '06,12,33,38,43,45,49', '06,21,22,29,43,49,48']","02,12,19,23,40,42,09"
"['06,12,33,38,43,45,49', '06,21,22,29,43,49,48', '02,12,19,23,40,42,09']","03,05,08,10,25,30,15"
"['06,21,22,29,43,49,48', '02,12,19,23,40,42,09', '03,05,08,10,25,30,15']","12,13,32,41,43,44,21"
"['02,12,19,23,40,42,09', '03,05,08,10,25,30,15', '12,13,32,41,43,44,21']","26,27,35,36,44,49,42"
"['03,05,08,10,25,30,15', '12,13,32,41,43,44,21', '26,27,35,36,44,49,42']","06,23,27,42,44,49,15"
"['12,13,32,41,43,44,21', '26,27,35,36,44,49,42', '06,23,27,42,44,49,15']","11,12,20,28,34,46,41"
"['26,27,35,36,44,49,42', '06,23,27,42,44,49,15', '11,12,20,28,34,46,41']","21,29,30,34,36,45,49"
"['06,23,27,42,44,49,15', '11,12,20,28,34,46,41', '21,29,30,34,36,45,49']","03,08,33,39,41,48,32"
"['11,12,20,28,34,46,41', '21,29,30,34,36,45,49', '03,08,33,39,41,48,32']","01,02,16,18,32,40,15"
"['21,29,30,34,36,45,49', '03,08,33,39,41,48,32', '01,02,16,18,32,40,15']","11,31,32,38,46,48,42"
"['03,08,33,39,41,48,32', '01,02,16,18,32,40,15', '11,31,32,38,46,48,42']","05,07,14,15,18,45,11"
"['01,02,16,18,32,40,15', '11,31,32,38,46,48,42', '05,07,14,15,18,45,11']","01,03,20,26,39,44,30"
"['11,31,32,38,46,48,42', '05,07,14,15,18,45,11', '01,03,20,26,39,44,30']","03,15,19,22,24,31,05"
"['05,07,14,15,18,45,11', '01,03,20,26,39,44,30', '03,15,19,22,24,31,05']","12,15,37,42,45,47,29"
"['01,03,20,26,39,44,30', '03,15,19,22,24,31,05', '12,15,37,42,45,47,29']","03,05,21,26,38,43,32"
"['03,15,19,22,24,31,05', '12,15,37,42,45,47,29', '03,05,21,26,38,43,32']","05,18,29,30,39,43,26"
"['12,15,37,42,45,47,29', '03,05,21,26,38,43,32', '05,18,29,30,39,43,26']","13,20,21,24,42,49,43"
"['03,05,21,26,38,43,32', '05,18,29,30,39,43,26', '13,20,21,24,42,49,43']","11,16,23,27,36,39,35"
"['05,18,29,30,39,43,26', '13,20,21,24,42,49,43', '11,16,23,27,36,39,35']","16,18,21,22,24,38,34"
"['13,20,21,24,42,49,43', '11,16,23,27,36,39,35', '16,18,21,22,24,38,34']","02,08,20,23,45,48,43"
"['11,16,23,27,36,39,35', '16,18,21,22,24,38,34', '02,08,20,23,45,48,43']","08,09,25,36,40,44,17"
"['16,18,21,22,24,38,34', '02,08,20,23,45,48,43', '08,09,25,36,40,44,17']","03,12,24,31,43,46,42"
"['02,08,20,23,45,48,43', '08,09,25,36,40,44,17', '03,12,24,31,43,46,42']","06,33,36,42,44,45,48"
"['08,09,25,36,40,44,17', '03,12,24,31,43,46,42', '06,33,36,42,44,45,48']","13,16,23,25,31,47,36"
"['03,12,24,31,43,46,42', '06,33,36,42,44,45,48', '13,16,23,25,31,47,36']","01,02,18,28,34,40,25"
"['06,33,36,42,44,45,48', '13,16,23,25,31,47,36', '01,02,18,28,34,40,25']","02,07,18,21,25,29,32"
"['13,16,23,25,31,47,36', '01,02,18,28,34,40,25', '02,07,18,21,25,29,32']","02,07,09,11,18,31,05"
"['01,02,18,28,34,40,25', '02,07,18,21,25,29,32', '02,07,09,11,18,31,05']","01,05,18,23,29,35,27"
"['02,07,18,21,25,29,32', '02,07,09,11,18,31,05', '01,05,18,23,29,35,27']","09,24,32,45,46,47,33"
"['02,07,09,11,18,31,05', '01,05,18,23,29,35,27', '09,24,32,45,46,47,33']","09,13,26,28,36,38,46"
"['01,05,18,23,29,35,27', '09,24,32,45,46,47,33', '09,13,26,28,36,38,46']","06,13,21,26,31,32,30"
"['09,24,32,45,46,47,33', '09,13,26,28,36,38,46', '06,13,21,26,31,32,30']","07,14,26,28,34,45,09"
"['09,13,26,28,36,38,46', '06,13,21,26,31,32,30', '07,14,26,28,34,45,09']","13,17,19,26,34,36,02"
"['06,13,21,26,31,32,30', '07,14,26,28,34,45,09', '13,17,19,26,34,36,02']","04,11,23,25,38,46,17"
"['07,14,26,28,34,45,09', '13,17,19,26,34,36,02', '04,11,23,25,38,46,17']","01,13,24,34,40,49,37"
"['13,17,19,26,34,36,02', '04,11,23,25,38,46,17', '01,13,24,34,40,49,37']","05,16,21,22,36,43,28"
"['04,11,23,25,38,46,17', '01,13,24,34,40,49,37', '05,16,21,22,36,43,28']","02,03,07,24,42,45,10"
"['01,13,24,34,40,49,37', '05,16,21,22,36,43,28', '02,03,07,24,42,45,10']","09,12,18,30,46,48,42"
"['05,16,21,22,36,43,28', '02,03,07,24,42,45,10', '09,12,18,30,46,48,42']","04,07,10,21,27,32,37"
"['02,03,07,24,42,45,10', '09,12,18,30,46,48,42', '04,07,10,21,27,32,37']","03,10,14,23,42,43,34"
"['09,12,18,30,46,48,42', '04,07,10,21,27,32,37', '03,10,14,23,42,43,34']","02,05,10,23,39,41,48"
"['04,07,10,21,27,32,37', '03,10,14,23,42,43,34', '02,05,10,23,39,41,48']","13,14,27,32,35,38,48"
"['03,10,14,23,42,43,34', '02,05,10,23,39,41,48', '13,14,27,32,35,38,48']","10,11,21,28,38,40,29"
"['02,05,10,23,39,41,48', '13,14,27,32,35,38,48', '10,11,21,28,38,40,29']","07,21,22,23,40,43,34"
"['13,14,27,32,35,38,48', '10,11,21,28,38,40,29', '07,21,22,23,40,43,34']","08,24,25,26,33,40,13"
"['10,11,21,28,38,40,29', '07,21,22,23,40,43,34', '08,24,25,26,33,40,13']","04,11,18,33,47,48,30"
"['07,21,22,23,40,43,34', '08,24,25,26,33,40,13', '04,11,18,33,47,48,30']","04,15,27,30,37,45,19"
"['08,24,25,26,33,40,13', '04,11,18,33,47,48,30', '04,15,27,30,37,45,19']","04,15,20,21,29,33,16"
"['04,11,18,33,47,48,30', '04,15,27,30,37,45,19', '04,15,20,21,29,33,16']","02,06,23,26,35,38,11"
"['04,15,27,30,37,45,19', '04,15,20,21,29,33,16', '02,06,23,26,35,38,11']","03,09,25,26,36,39,35"
"['04,15,20,21,29,33,16', '02,06,23,26,35,38,11', '03,09,25,26,36,39,35']","08,15,18,33,37,40,32"
"['02,06,23,26,35,38,11', '03,09,25,26,36,39,35', '08,15,18,33,37,40,32']","02,07,23,25,39,45,22"
"['03,09,25,26,36,39,35', '08,15,18,33,37,40,32', '02,07,23,25,39,45,22']","03,10,15,30,38,45,41"
"['08,15,18,33,37,40,32', '02,07,23,25,39,45,22', '03,10,15,30,38,45,41']","14,25,26,35,39,40,37"
"['02,07,23,25,39,45,22', '03,10,15,30,38,45,41', '14,25,26,35,39,40,37']","02,28,34,36,39,42,24"
"['03,10,15,30,38,45,41', '14,25,26,35,39,40,37', '02,28,34,36,39,42,24']","01,05,06,16,26,41,48"
"['14,25,26,35,39,40,37', '02,28,34,36,39,42,24', '01,05,06,16,26,41,48']","02,03,08,31,40,44,45"
"['02,28,34,36,39,42,24', '01,05,06,16,26,41,48', '02,03,08,31,40,44,45']","07,21,29,30,37,49,36"
"['01,05,06,16,26,41,48', '02,03,08,31,40,44,45', '07,21,29,30,37,49,36']","01,05,07,16,17,41,20"
"['02,03,08,31,40,44,45', '07,21,29,30,37,49,36', '01,05,07,16,17,41,20']","04,15,26,39,46,49,11"
"['07,21,29,30,37,49,36', '01,05,07,16,17,41,20', '04,15,26,39,46,49,11']","16,17,21,28,30,37,09"
"['01,05,07,16,17,41,20', '04,15,26,39,46,49,11', '16,17,21,28,30,37,09']","14,17,20,29,34,39,07"
"['04,15,26,39,46,49,11', '16,17,21,28,30,37,09', '14,17,20,29,34,39,07']","07,15,23,35,36,43,08"
"['16,17,21,28,30,37,09', '14,17,20,29,34,39,07', '07,15,23,35,36,43,08']","11,13,33,34,39,45,15"
"['14,17,20,29,34,39,07', '07,15,23,35,36,43,08', '11,13,33,34,39,45,15']","15,25,30,33,40,46,18"
"['07,15,23,35,36,43,08', '11,13,33,34,39,45,15', '15,25,30,33,40,46,18']","11,13,19,20,32,40,09"
"['11,13,33,34,39,45,15', '15,25,30,33,40,46,18', '11,13,19,20,32,40,09']","01,03,09,11,19,47,40"
"['15,25,30,33,40,46,18', '11,13,19,20,32,40,09', '01,03,09,11,19,47,40']","02,07,12,14,36,41,35"
"['11,13,19,20,32,40,09', '01,03,09,11,19,47,40', '02,07,12,14,36,41,35']","05,06,08,09,14,49,03"
"['01,03,09,11,19,47,40', '02,07,12,14,36,41,35', '05,06,08,09,14,49,03']","02,04,07,08,18,30,33"
"['02,07,12,14,36,41,35', '05,06,08,09,14,49,03', '02,04,07,08,18,30,33']","05,11,15,19,28,36,46"
"['05,06,08,09,14,49,03', '02,04,07,08,18,30,33', '05,11,15,19,28,36,46']","08,28,30,43,44,46,12"
"['02,04,07,08,18,30,33', '05,11,15,19,28,36,46', '08,28,30,43,44,46,12']","13,14,20,24,41,47,06"
"['05,11,15,19,28,36,46', '08,28,30,43,44,46,12', '13,14,20,24,41,47,06']","01,20,28,29,33,34,40"
"['08,28,30,43,44,46,12', '13,14,20,24,41,47,06', '01,20,28,29,33,34,40']","18,19,37,41,45,48,09"
"['13,14,20,24,41,47,06', '01,20,28,29,33,34,40', '18,19,37,41,45,48,09']","01,07,09,13,22,27,34"
"['01,20,28,29,33,34,40', '18,19,37,41,45,48,09', '01,07,09,13,22,27,34']","15,29,30,36,41,42,39"
"['18,19,37,41,45,48,09', '01,07,09,13,22,27,34', '15,29,30,36,41,42,39']","02,09,20,22,29,35,38"
"['01,07,09,13,22,27,34', '15,29,30,36,41,42,39', '02,09,20,22,29,35,38']","02,13,23,28,35,48,18"
"['15,29,30,36,41,42,39', '02,09,20,22,29,35,38', '02,13,23,28,35,48,18']","02,25,31,32,44,46,07"
"['02,09,20,22,29,35,38', '02,13,23,28,35,48,18', '02,25,31,32,44,46,07']","01,09,16,18,34,37,12"
"['02,13,23,28,35,48,18', '02,25,31,32,44,46,07', '01,09,16,18,34,37,12']","10,23,27,28,35,46,02"
"['02,25,31,32,44,46,07', '01,09,16,18,34,37,12', '10,23,27,28,35,46,02']","02,03,14,22,32,33,24"
"['01,09,16,18,34,37,12', '10,23,27,28,35,46,02', '02,03,14,22,32,33,24']","02,03,10,21,25,34,47"
"['10,23,27,28,35,46,02', '02,03,14,22,32,33,24', '02,03,10,21,25,34,47']","02,24,25,26,28,46,49"
"['02,03,14,22,32,33,24', '02,03,10,21,25,34,47', '02,24,25,26,28,46,49']","02,04,06,18,23,24,32"
"['02,03,10,21,25,34,47', '02,24,25,26,28,46,49', '02,04,06,18,23,24,32']","04,05,08,26,31,37,10"
"['02,24,25,26,28,46,49', '02,04,06,18,23,24,32', '04,05,08,26,31,37,10']","02,16,25,35,39,43,26"
"['02,04,06,18,23,24,32', '04,05,08,26,31,37,10', '02,16,25,35,39,43,26']","08,14,23,24,43,44,04"
"['04,05,08,26,31,37,10', '02,16,25,35,39,43,26', '08,14,23,24,43,44,04']","16,22,24,33,43,49,45"
"['02,16,25,35,39,43,26', '08,14,23,24,43,44,04', '16,22,24,33,43,49,45']","08,16,20,33,35,49,24"
"['08,14,23,24,43,44,04', '16,22,24,33,43,49,45', '08,16,20,33,35,49,24']","05,10,29,41,44,45,06"
"['16,22,24,33,43,49,45', '08,16,20,33,35,49,24', '05,10,29,41,44,45,06']","07,11,18,22,37,38,30"
"['08,16,20,33,35,49,24', '05,10,29,41,44,45,06', '07,11,18,22,37,38,30']","16,39,41,42,43,45,14"
"['05,10,29,41,44,45,06', '07,11,18,22,37,38,30', '16,39,41,42,43,45,14']","07,19,25,29,35,43,01"
"['07,11,18,22,37,38,30', '16,39,41,42,43,45,14', '07,19,25,29,35,43,01']","01,17,25,29,30,33,47"
"['16,39,41,42,43,45,14', '07,19,25,29,35,43,01', '01,17,25,29,30,33,47']","04,06,09,15,20,38,27"
"['07,19,25,29,35,43,01', '01,17,25,29,30,33,47', '04,06,09,15,20,38,27']","06,16,21,36,37,45,40"
"['01,17,25,29,30,33,47', '04,06,09,15,20,38,27', '06,16,21,36,37,45,40']","07,21,22,23,34,36,11"
"['04,06,09,15,20,38,27', '06,16,21,36,37,45,40', '07,21,22,23,34,36,11']","14,23,32,33,36,42,03"
"['06,16,21,36,37,45,40', '07,21,22,23,34,36,11', '14,23,32,33,36,42,03']","06,10,17,21,43,49,33"
"['07,21,22,23,34,36,11', '14,23,32,33,36,42,03', '06,10,17,21,43,49,33']","15,20,24,35,43,48,09"
"['14,23,32,33,36,42,03', '06,10,17,21,43,49,33', '15,20,24,35,43,48,09']","01,02,09,10,38,41,31"
"['06,10,17,21,43,49,33', '15,20,24,35,43,48,09', '01,02,09,10,38,41,31']","02,07,08,20,33,43,04"
"['15,20,24,35,43,48,09', '01,02,09,10,38,41,31', '02,07,08,20,33,43,04']","03,20,21,24,28,39,23"
"['01,02,09,10,38,41,31', '02,07,08,20,33,43,04', '03,20,21,24,28,39,23']","01,07,15,32,40,41,09"
"['02,07,08,20,33,43,04', '03,20,21,24,28,39,23', '01,07,15,32,40,41,09']","07,08,20,21,31,39,06"
"['03,20,21,24,28,39,23', '01,07,15,32,40,41,09', '07,08,20,21,31,39,06']","14,19,20,22,34,39,37"
"['01,07,15,32,40,41,09', '07,08,20,21,31,39,06', '14,19,20,22,34,39,37']","01,20,22,31,40,42,38"
"['07,08,20,21,31,39,06', '14,19,20,22,34,39,37', '01,20,22,31,40,42,38']","01,20,24,27,29,31,04"
"['14,19,20,22,34,39,37', '01,20,22,31,40,42,38', '01,20,24,27,29,31,04']","08,11,12,20,32,42,30"
"['01,20,22,31,40,42,38', '01,20,24,27,29,31,04', '08,11,12,20,32,42,30']","04,07,15,24,41,49,30"
"['01,20,24,27,29,31,04', '08,11,12,20,32,42,30', '04,07,15,24,41,49,30']","02,10,11,29,37,44,13"
"['08,11,12,20,32,42,30', '04,07,15,24,41,49,30', '02,10,11,29,37,44,13']","08,14,17,42,45,47,39"
"['04,07,15,24,41,49,30', '02,10,11,29,37,44,13', '08,14,17,42,45,47,39']","03,07,21,22,26,40,41"
"['02,10,11,29,37,44,13', '08,14,17,42,45,47,39', '03,07,21,22,26,40,41']","11,31,37,38,41,47,18"
"['08,14,17,42,45,47,39', '03,07,21,22,26,40,41', '11,31,37,38,41,47,18']","15,17,23,36,43,48,21"
"['03,07,21,22,26,40,41', '11,31,37,38,41,47,18', '15,17,23,36,43,48,21']","09,10,15,23,46,48,38"
"['11,31,37,38,41,47,18', '15,17,23,36,43,48,21', '09,10,15,23,46,48,38']","11,13,14,33,39,45,41"
"['15,17,23,36,43,48,21', '09,10,15,23,46,48,38', '11,13,14,33,39,45,41']","02,03,11,32,35,42,18"
"['09,10,15,23,46,48,38', '11,13,14,33,39,45,41', '02,03,11,32,35,42,18']","04,15,20,45,47,48,34"
"['11,13,14,33,39,45,41', '02,03,11,32,35,42,18', '04,15,20,45,47,48,34']","10,15,31,36,44,49,07"
"['02,03,11,32,35,42,18', '04,15,20,45,47,48,34', '10,15,31,36,44,49,07']","04,13,25,35,38,43,30"
"['04,15,20,45,47,48,34', '10,15,31,36,44,49,07', '04,13,25,35,38,43,30']","13,20,32,33,43,47,28"
"['10,15,31,36,44,49,07', '04,13,25,35,38,43,30', '13,20,32,33,43,47,28']","05,06,23,25,28,42,43"
"['04,13,25,35,38,43,30', '13,20,32,33,43,47,28', '05,06,23,25,28,42,43']","11,23,29,32,37,39,31"
"['13,20,32,33,43,47,28', '05,06,23,25,28,42,43', '11,23,29,32,37,39,31']","13,23,28,30,38,44,26"
"['05,06,23,25,28,42,43', '11,23,29,32,37,39,31', '13,23,28,30,38,44,26']","08,16,24,25,32,33,12"
"['11,23,29,32,37,39,31', '13,23,28,30,38,44,26', '08,16,24,25,32,33,12']","01,08,09,12,19,26,49"
"['13,23,28,30,38,44,26', '08,16,24,25,32,33,12', '01,08,09,12,19,26,49']","02,03,05,13,33,49,10"
"['08,16,24,25,32,33,12', '01,08,09,12,19,26,49', '02,03,05,13,33,49,10']","11,14,27,32,34,49,28"
"['01,08,09,12,19,26,49', '02,03,05,13,33,49,10', '11,14,27,32,34,49,28']","01,09,27,33,38,49,31"
"['02,03,05,13,33,49,10', '11,14,27,32,34,49,28', '01,09,27,33,38,49,31']","03,21,30,34,44,49,13"
"['11,14,27,32,34,49,28', '01,09,27,33,38,49,31', '03,21,30,34,44,49,13']","07,08,21,30,36,44,04"
"['01,09,27,33,38,49,31', '03,21,30,34,44,49,13', '07,08,21,30,36,44,04']","12,25,28,40,41,42,29"
"['03,21,30,34,44,49,13', '07,08,21,30,36,44,04', '12,25,28,40,41,42,29']","01,15,22,25,38,47,16"
"['07,08,21,30,36,44,04', '12,25,28,40,41,42,29', '01,15,22,25,38,47,16']","01,07,09,10,18,27,43"
"['12,25,28,40,41,42,29', '01,15,22,25,38,47,16', '01,07,09,10,18,27,43']","06,16,33,37,40,47,28"
"['01,15,22,25,38,47,16', '01,07,09,10,18,27,43', '06,16,33,37,40,47,28']","01,03,07,12,30,43,22"
"['01,07,09,10,18,27,43', '06,16,33,37,40,47,28', '01,03,07,12,30,43,22']","16,22,26,31,39,43,09"
"['06,16,33,37,40,47,28', '01,03,07,12,30,43,22', '16,22,26,31,39,43,09']","01,22,31,41,42,46,36"
"['01,03,07,12,30,43,22', '16,22,26,31,39,43,09', '01,22,31,41,42,46,36']","05,12,19,22,25,27,29"
"['16,22,26,31,39,43,09', '01,22,31,41,42,46,36', '05,12,19,22,25,27,29']","01,03,06,07,15,27,39"
"['01,22,31,41,42,46,36', '05,12,19,22,25,27,29', '01,03,06,07,15,27,39']","17,29,30,33,35,42,10"
"['05,12,19,22,25,27,29', '01,03,06,07,15,27,39', '17,29,30,33,35,42,10']","01,02,06,18,20,38,29"
"['01,03,06,07,15,27,39', '17,29,30,33,35,42,10', '01,02,06,18,20,38,29']","21,34,38,41,42,49,25"
"['17,29,30,33,35,42,10', '01,02,06,18,20,38,29', '21,34,38,41,42,49,25']","01,04,15,20,24,40,32"
"['01,02,06,18,20,38,29', '21,34,38,41,42,49,25', '01,04,15,20,24,40,32']","09,13,14,26,30,37,05"
"['21,34,38,41,42,49,25', '01,04,15,20,24,40,32', '09,13,14,26,30,37,05']","06,08,18,25,26,36,13"
"['01,04,15,20,24,40,32', '09,13,14,26,30,37,05', '06,08,18,25,26,36,13']","05,08,10,31,32,41,11"
"['09,13,14,26,30,37,05', '06,08,18,25,26,36,13', '05,08,10,31,32,41,11']","03,07,08,27,37,49,48"
"['06,08,18,25,26,36,13', '05,08,10,31,32,41,11', '03,07,08,27,37,49,48']","03,07,12,17,28,44,36"
"['05,08,10,31,32,41,11', '03,07,08,27,37,49,48', '03,07,12,17,28,44,36']","05,13,29,31,39,40,33"
"['03,07,08,27,37,49,48', '03,07,12,17,28,44,36', '05,13,29,31,39,40,33']","13,18,27,43,47,48,21"
"['03,07,12,17,28,44,36', '05,13,29,31,39,40,33', '13,18,27,43,47,48,21']","10,12,16,18,22,29,30"
"['05,13,29,31,39,40,33', '13,18,27,43,47,48,21', '10,12,16,18,22,29,30']","05,06,09,18,31,37,32"
"['13,18,27,43,47,48,21', '10,12,16,18,22,29,30', '05,06,09,18,31,37,32']","15,19,20,22,28,44,42"
"['10,12,16,18,22,29,30', '05,06,09,18,31,37,32', '15,19,20,22,28,44,42']","04,07,13,19,23,49,17"
"['05,06,09,18,31,37,32', '15,19,20,22,28,44,42', '04,07,13,19,23,49,17']","01,17,26,27,34,39,13"
"['15,19,20,22,28,44,42', '04,07,13,19,23,49,17', '01,17,26,27,34,39,13']","10,15,16,20,27,43,19"
"['04,07,13,19,23,49,17', '01,17,26,27,34,39,13', '10,15,16,20,27,43,19']","08,10,17,28,32,34,42"
"['01,17,26,27,34,39,13', '10,15,16,20,27,43,19', '08,10,17,28,32,34,42']","01,16,31,38,43,44,42"
"['10,15,16,20,27,43,19', '08,10,17,28,32,34,42', '01,16,31,38,43,44,42']","08,15,16,19,30,45,44"
"['08,10,17,28,32,34,42', '01,16,31,38,43,44,42', '08,15,16,19,30,45,44']","08,12,16,34,36,47,33"
"['01,16,31,38,43,44,42', '08,15,16,19,30,45,44', '08,12,16,34,36,47,33']","01,22,23,43,46,49,33"
"['08,15,16,19,30,45,44', '08,12,16,34,36,47,33', '01,22,23,43,46,49,33']","01,16,17,20,22,42,29"
"['08,12,16,34,36,47,33', '01,22,23,43,46,49,33', '01,16,17,20,22,42,29']","16,20,22,39,42,46,38"
"['01,22,23,43,46,49,33', '01,16,17,20,22,42,29', '16,20,22,39,42,46,38']","03,05,16,17,32,37,24"
"['01,16,17,20,22,42,29', '16,20,22,39,42,46,38', '03,05,16,17,32,37,24']","01,02,06,12,18,24,25"
"['16,20,22,39,42,46,38', '03,05,16,17,32,37,24', '01,02,06,12,18,24,25']","01,10,27,40,43,44,02"
